Date,Open,High,Low,Close,Adjusted_close,Volume
2017-04-17,17.2275,17.3072,17.0475,17.28,65.8963,2140244
2017-04-18,17.2575,17.3475,17.22,17.2675,65.8486,1637187
2017-04-19,17.36,17.505,17.29,17.3275,66.0774,1728186
2017-04-20,17.4725,17.82,17.3961,17.6675,67.374,2781716
2017-04-21,17.6325,17.7325,17.5925,17.68,67.4217,2440115
2017-04-24,17.875,17.9125,17.7475,17.855,68.089,1926129
2017-04-25,17.875,17.9625,17.75,17.8875,68.2129,2492160
2017-04-26,17.96,18.1925,17.9425,18.15,69.214,2476031
2017-04-27,18.1975,18.36,18.1125,18.305,69.8051,3153907
2017-04-28,18.345,18.345,18.0925,18.1775,69.3188,2331070
2017-05-01,18.25,18.3,18.0113,18.0125,68.6896,2645700
2017-05-02,18.015,18.4475,17.9963,18.4425,70.3294,2797740
2017-05-03,18.45,18.5575,18.3425,18.4975,70.5391,2248375
2017-05-04,18.535,18.6675,18.28,18.3425,69.9481,1830087
2017-05-05,18.4075,18.49,18.3075,18.405,70.1864,2066412
2017-05-08,18.4175,18.47,18.315,18.4225,70.2531,1352116
2017-05-09,18.32,18.475,18.2875,18.4225,70.2531,2232185
2017-05-10,18.395,18.5725,18.325,18.4775,70.4629,2211504
2017-05-11,18.3125,18.475,17.9275,18.015,68.6992,2804281
2017-05-12,17.8975,18.0,17.705,17.895,68.2415,1904589
2017-05-15,17.925,18.1375,17.8775,17.93,68.375,1902537
2017-05-16,17.93,17.93,17.6275,17.735,67.6314,2267975
2017-05-17,17.705,17.875,17.6575,17.6675,67.374,2681240
2017-05-18,17.6975,17.8725,17.62,17.7825,67.8125,2472020
2017-05-19,17.845,18.02,17.58,17.9875,68.5943,2970989
2017-05-22,17.97,18.1713,17.875,18.1125,69.071,1410588
2017-05-23,18.12,18.12,17.6278,17.6775,67.4121,4092435
2017-05-24,17.665,17.67,17.285,17.5525,66.9354,3853528
2017-05-25,17.5025,18.37,17.3825,18.1175,69.09,4528981
2017-05-26,18.165,18.215,17.92,18.08,68.947,1617843
2017-05-30,18.0275,18.315,17.9725,18.255,69.6144,2348446
2017-05-31,18.29,18.37,17.9425,18.3475,69.9671,4117851
2017-06-01,18.955,19.55,18.8775,19.5475,74.5433,7589563
2017-06-02,19.6525,19.82,19.46,19.7275,75.2297,3897846
2017-06-05,19.65,19.75,19.3963,19.5775,74.6577,2651983
2017-06-06,19.2775,19.3075,18.7625,18.835,71.8262,5015848
2017-06-07,18.9175,18.94,18.4825,18.5175,70.6154,4425516
2017-06-08,18.635,18.8025,18.4,18.4225,70.2531,2608180
2017-06-09,18.4875,18.84,18.2925,18.805,71.7118,3214528
2017-06-12,18.7925,19.1375,18.65,18.7775,71.6069,2667395
2017-06-13,18.8,18.9975,18.6575,18.9275,72.1789,1396072
2017-06-14,18.9425,18.9875,18.6825,18.915,72.1313,1318419
2017-06-15,18.7075,18.73,17.8875,18.08,68.947,4307396
2017-06-16,17.03,17.8425,16.4925,17.53,66.8496,11914550
2017-06-19,17.7075,18.06,17.4775,17.925,68.3559,6080265
2017-06-20,17.9675,18.1825,17.8275,17.85,68.0699,3961982
2017-06-21,17.845,18.095,17.8075,17.9325,68.3845,3029999
2017-06-22,17.875,17.925,17.6738,17.77,67.7649,2529915
2017-06-23,17.7325,17.78,17.3775,17.4375,66.4969,7813427
2017-06-26,17.515,17.74,17.3775,17.6025,67.1261,3159466
2017-06-27,17.5625,17.98,17.55,17.6975,67.4884,2724298
2017-06-28,17.8175,18.015,17.6875,17.87,68.1462,2543579
2017-06-29,17.87,17.9525,17.6563,17.71,67.5361,2957089
2017-06-30,17.825,18.1225,17.7625,18.0225,68.7278,2808808
2017-07-03,18.1325,18.25,17.9175,17.9825,68.5752,1222341
2017-07-05,18.0025,18.0713,17.7075,17.81,67.9174,2707898
2017-07-06,17.77,17.805,17.465,17.5075,66.7638,1811045
2017-07-07,17.535,17.6373,17.4375,17.5575,67.204,1562953
2017-07-10,17.505,17.5375,17.1725,17.3725,66.4959,3478408
2017-07-11,17.375,17.4875,17.2225,17.26,66.0653,7778346
2017-07-12,17.3525,17.4875,17.2775,17.4225,66.6873,3121622
2017-07-13,17.6375,17.82,17.6025,17.645,67.5389,3073488
2017-07-14,17.65,17.845,17.6425,17.785,68.0748,3156418
2017-07-17,17.785,18.1175,17.7525,17.9675,68.7734,2210906
2017-07-18,17.91,17.9225,17.6125,17.7,67.7495,1921379
2017-07-19,17.7525,17.8875,17.71,17.8475,68.314,1588149
2017-07-20,17.8975,17.92,17.7575,17.8375,68.2758,2166759
2017-07-21,17.8125,18.0975,17.7625,18.05,69.0891,3191825
2017-07-24,17.995,18.075,17.8875,17.995,68.8786,2108622
2017-07-25,18.06,18.495,17.965,18.3925,70.4001,1804616
2017-07-26,18.3625,18.6675,18.23,18.65,71.3857,2163399
2017-07-27,18.65,18.82,18.5225,18.78,71.8833,2295764
2017-07-28,18.695,18.8175,18.5175,18.6875,71.5293,2045529
2017-07-31,18.7825,18.8825,18.585,18.79,71.9216,1583011
2017-08-01,18.895,19.125,18.805,18.88,72.2661,3175447
2017-08-02,18.8275,18.9975,18.6525,18.6775,71.491,3023325
2017-08-03,18.71,18.8425,18.6075,18.6225,71.2805,1699783
2017-08-04,18.6875,18.7338,18.525,18.715,71.6345,1378804
2017-08-07,18.7225,19.135,18.66,19.1025,73.1177,2055143
